iterate,x,y,value,best
48,-10.341640029836618,2.668046103261264,-126.43722984409482,-6.922748870135599
49,-6.114541224168756,0.6781427495406946,-55.19922131243694,-6.922748870135599
50,-11.634230940798211,2.5800601528913027,-110.76411235707253,-6.922748870135599
51,-8.786746366324893,2.2118877284151885,-120.00457443806452,-6.922748870135599
52,-14.042881279501062,1.311803792298723,-81.29443511420091,-6.922748870135599
53,-8.326272748745703,-1.4501930777199383,-146.42238117277313,-6.922748870135599
54,-5.781743506467324,2.570472441867353,-149.58103578113403,-6.922748870135599
55,-8.709358601231243,1.9641631299672841,-109.81426603757696,-6.922748870135599
56,-9.576866061641223,0.02556818020358609,-94.4285637660716,-6.922748870135599
57,-11.212017313262095,0.3709703567819549,-94.146224808325,-6.922748870135599
58,-8.712962447842488,1.7244579814751546,-98.2625948178843,-6.922748870135599
59,-10.09310300248411,1.783934985663187,-87.4782254255221,-6.922748870135599
60,-13.52026140793887,-2.3162452936493327,-203.6087760227943,-6.922748870135599
61,-14.938858633870813,-1.7943017131056622,-200.69825317154954,-6.922748870135599
62,-5.6182176601921725,0.8971824305127525,-76.3025047869041,-6.922748870135599
63,-12.902257370157681,1.8366340676183412,-41.496071559668636,-6.922748870135599
64,-9.622602137570395,1.311141361162588,-62.06798606440241,-6.922748870135599
65,-14.326083071749622,1.8568356820905656,-44.262134594772704,-6.922748870135599
66,-5.338600122828641,-0.9745479712797893,-112.27648898731694,-6.922748870135599
67,-10.026528352182696,2.7510531759273213,-132.12673757261638,-6.922748870135599
68,-9.211655246755651,-2.341289131716226,-178.60897682512166,-6.922748870135599
69,-8.744264049338948,-1.075611290918822,-135.66773892528528,-6.922748870135599
70,-5.7988078126847675,2.447738457884248,-145.351224891998,-6.922748870135599
71,-13.887489432469453,2.4742861693472777,-73.90784957096213,-6.922748870135599
72,-14.753683281616095,-0.6600920321825265,-168.47567390987666,-6.922748870135599
73,-13.869307854641583,0.6867620631431359,-111.25087498885206,-6.922748870135599
74,-14.839018894424003,-1.4884361182692833,-192.1525529694527,-6.922748870135599
75,-12.989297919896176,-1.944532602602983,-190.60143353867426,-6.922748870135599
76,-6.289530040913814,2.365467649971964,-140.38972379223162,-6.922748870135599
77,-12.921923325359085,-0.6183582022391549,-151.2945234673623,-6.922748870135599
78,-13.537121102077165,2.350793982202175,-72.02547503641793,-6.922748870135599
79,-14.415787127194719,-0.27978187860468573,-153.59971991871507,-6.922748870135599
80,-9.295211264939093,-1.5945467989996132,-156.80488982397037,-6.922748870135599
81,-7.4363127872698245,-0.184510461488693,-85.90333713184665,-6.922748870135599
82,-9.628911754490328,2.022427872570355,-104.65878514131437,-6.922748870135599
83,-5.317397540191866,-0.48389419630890185,-87.60488460936153,-6.922748870135599
84,-8.948908852755746,-2.1220909201442204,-170.97602254155302,-6.922748870135599
85,-10.962962080382114,0.09483418722761883,-105.22517925731631,-6.922748870135599
86,-8.307596936868046,1.4372505702039575,-86.45122865265994,-6.922748870135599
87,-13.491350626359957,2.9080101769261573,-104.33471023148859,-6.922748870135599
88,-8.464744243462983,-2.0253979412327556,-165.60269785620687,-6.922748870135599
89,-11.983391966030503,2.1204057751234684,-82.7476372875864,-6.922748870135599
90,-13.550688031003629,-1.025793769830009,-169.21012764139994,-6.922748870135599
91,-10.56720056148628,-2.9295825666555873,-201.15834645272102,-6.922748870135599
92,-10.169010429245134,-2.1899033014637403,-179.55644589106365,-6.922748870135599
93,-5.427041643912723,-2.0993343806669698,-154.76683967247533,-6.922748870135599
94,-7.792568321564012,1.219742409095458,-78.28453010709472,-6.922748870135599
95,-14.268959153254194,1.4650419699569346,-75.60656874125802,-6.922748870135599
96,-9.768364863543532,0.6558697908191791,-54.622800627315414,-6.922748870135599
97,-14.287782444090611,-1.4606607159133793,-187.1810082952249,-6.922748870135599
98,-8.309796296009981,-0.3271723701419478,-100.89799615054365,-6.922748870135599
99,-10.415553239553791,-0.2245395834195354,-114.43217117014616,-6.922748870135599
100,-5.166888904131731,2.095020528505688,-135.25384575549128,-6.922748870135599
